id,title,original_title,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,original_language,status,genres,production_companies,production_countries,belongs_to_collection,collection_name,director,composer,cast_top5,cast_top5_popularity,overview,tagline,roi,is_success,release_year,release_month,release_day_of_week,release_decade,release_season,main_genre,nb_genres,cast_avg_popularity,lead_actor_popularity,nb_production_companies,is_international,is_franchise,director_nb_movies_prior,director_avg_vote_prior,director_avg_roi_prior,genre_drama,genre_action,genre_comedy,genre_thriller,genre_adventure,genre_crime,genre_science_fiction,genre_fantasy,genre_horror,genre_family,genre_romance,genre_animation,inflation_factor,budget_2024,revenue_2024,franchise_position
568124,Encanto,Encanto,2021-10-13,102,150000000,261292688,7.569,10165,12.4347,en,Released,"['Animation', 'Comedy', 'Family', 'Fantasy']",['Walt Disney Animation Studios'],['US'],True,Encanto Collection,Byron Howard,Germaine Franco,"['Stephanie Beatriz', 'María Cecilia Botero', 'John Leguizamo', 'Diane Guerrero', 'Jess Darrow']","[1.7502, 0.4444, 3.5797, 1.1487, 0.3131]","The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",There's a little magic in all of us...almost all of us.,0.7419512533333333,0,2021,10,2,2020,Automne,Animation,4,1.44722,1.7502,1,0,1,1,7.76,5.83681126,0,0,1,0,0,0,0,1,0,1,0,1,1.17,175500000.0,305712444.96,1.0
4523,Enchanted,Enchanted,2007-11-20,107,85000000,340487652,6.841,5687,6.8839,en,Released,"['Comedy', 'Family', 'Fantasy', 'Romance']","['Walt Disney Pictures', 'Josephson Entertainment', 'Andalasia Productions', 'Right Coast']",['US'],True,Enchanted Collection,Kevin Lima,Alan Menken,"['Amy Adams', 'Patrick Dempsey', 'James Marsden', 'Timothy Spall', 'Idina Menzel']","[5.947, 3.127, 4.8618, 2.1932, 1.5959]","The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",The real world and the animated world collide.,3.005737082352941,1,2007,11,1,2000,Automne,Comedy,4,3.54498,5.947,4,0,1,0,6.80411559139785,1.8808109733333331,0,0,1,0,0,0,0,1,0,1,1,0,1.54,130900000.0,524350984.08,1.0
9268,Eraser,Eraser,1996-06-21,115,100000000,242295562,6.086,2015,5.7044,en,Released,"['Action', 'Mystery', 'Thriller']","['Kopelson Entertainment', 'Warner Bros. Pictures']","['CA', 'US']",True,Eraser Collection,Chuck Russell,Alan Silvestri,"['Arnold Schwarzenegger', 'Vanessa Williams', 'James Caan', 'James Coburn', 'Robert Pastorelli']","[5.7061, 1.5318, 2.6789, 2.0791, 0.7338]",A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,He will erase your past to protect your future.,1.42295562,1,1996,6,4,1990,Été,Action,3,2.5459400000000003,5.7061,2,1,1,2,6.8925,7.055514693478261,0,1,0,1,0,0,0,0,0,0,0,0,2.02,202000000.0,489437035.24,1.0
1103,Escape from New York,Escape from New York,1981-05-23,99,6000000,50244700,7.048,3497,4.9826,en,Released,"['Action', 'Thriller', 'Science Fiction']","['AVCO Embassy Pictures', 'Goldcrest', 'International Film Investors', 'City Films', 'Taurus Film']","['GB', 'DE', 'US']",True,Escape From ... Collection,John Carpenter,Alan Howarth,"['Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine', 'Donald Pleasence', 'Isaac Hayes']","[5.7064, 2.5283, 1.621, 1.7223, 0.8073]","In a world ravaged by crime, the entire island of Manhattan has been converted into a walled prison where brutal prisoners roam free. After the US president crash-lands inside, war hero Snake Plissken has 24 hours to bring him back.","1997. New York City is a walled, maximum security prison. Breaking out is impossible. Breaking in is insane.",7.374116666666667,1,1981,5,5,1980,Printemps,Action,3,2.4770600000000003,5.7064,5,1,1,1,6.7,20.44883,0,1,0,1,0,0,1,0,0,0,0,0,3.49,20940000.0,175354003.0,1.0
10061,Escape from L.A.,Escape from L.A.,1996-08-09,101,50000000,42277365,5.877,1594,3.3937,en,Released,"['Action', 'Thriller', 'Science Fiction']","['Paramount Pictures', 'Rysher Entertainment']",['US'],True,Escape From ... Collection,John Carpenter,John Carpenter,"['Kurt Russell', 'Stacy Keach', 'Steve Buscemi', 'A. J. Langer', 'Bruce Campbell']","[5.7064, 2.0673, 3.8517, 0.8148, 1.9711]",Into the 9.6-quaked Los Angeles of 2013 comes Snake Plissken. His job: wade through L.A.'s ruined landmarks to retrieve a doomsday device.,Snake is back.,-0.1544527,0,1996,8,4,1990,Été,Action,3,2.88226,5.7064,2,0,1,6,7.2,5.168545203940435,0,1,0,1,0,0,1,0,0,0,0,0,2.02,101000000.0,85400277.3,2.0
107846,Escape Plan,Escape Plan,2013-10-09,115,50000000,137328301,6.721,5564,6.2878,en,Released,"['Action', 'Thriller']","['Knightsbridge Entertainment', 'Summit Entertainment', 'Atmosphere Entertainment MM', 'Envision Entertainment', 'Boies/Schiller Film Group', 'Lionsgate', 'Emmett/Furla Films']","['GB', 'US']",True,Escape Plan Collection,Mikael Håfström,Alex Heffes,"['Sylvester Stallone', 'Arnold Schwarzenegger', 'Jim Caviezel', '50 Cent', 'Sam Neill']","[8.5699, 5.7061, 3.8593, 1.5766, 3.5451]","Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",No one breaks out alone.,1.74656602,1,2013,10,2,2010,Automne,Action,2,4.651400000000001,8.5699,7,1,1,1,6.7,4.32,0,1,0,1,0,0,0,0,0,0,0,0,1.36,68000000.0,186766489.36,1.0
440471,Escape Plan 2: Hades,Escape Plan 2: Hades,2018-06-05,93,20000000,17592626,5.168,1552,4.5388,en,Released,"['Action', 'Thriller', 'Crime', 'Mystery', 'Science Fiction']","['Leomus Pictures', 'Grindstone Entertainment Group', 'Lionsgate', 'Summit Entertainment', 'Highland Film Group', 'Plastic Fish Productions', 'The Fyzz', 'Ingenious Media', 'RPI Group Productions', 'EFO Films']","['CN', 'GB', 'US']",True,Escape Plan Collection,Steven C. Miller,Andrew Grush,"['Sylvester Stallone', 'Dave Bautista', 'Jesse Metcalfe', '50 Cent', 'Huang Xiaoming']","[9.1068, 7.3235, 1.3632, 1.8215, 2.747]","Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",This isn't a prison. It's a machine.,-0.1203687,0,2018,6,1,2010,Été,Action,5,4.4724,9.1068,10,1,1,0,6.80411559139785,1.8808109733333331,0,1,0,1,0,1,1,0,0,0,0,0,1.26,25200000.0,22166708.76,2.0
522681,Escape Room,Escape Room,2019-01-03,99,9000000,155712077,6.543,5031,3.9554,en,Released,"['Horror', 'Thriller', 'Mystery']","['Columbia Pictures', 'Original Film']",['US'],True,Escape Room Collection,Adam Robitel,Brian Tyler,"['Taylor Russell', 'Logan Miller', 'Jay Ellis', 'Deborah Ann Woll', 'Nik Dodani']","[1.7633, 1.0145, 1.1544, 4.1092, 0.55]","Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",Find the clues or die.,16.30134188888889,1,2019,1,3,2010,Hiver,Horror,3,1.71828,1.7633,2,0,1,1,6.254,16.2811971,0,0,0,1,0,0,0,0,1,0,0,0,1.24,11160000.0,193082975.48,1.0
585216,Escape Room: Tournament of Champions,Escape Room: Tournament of Champions,2021-07-01,88,15000000,65774490,6.513,2265,4.3965,en,Released,"['Horror', 'Thriller', 'Mystery']","['Original Film', 'Columbia Pictures', 'Shaken, Not Stirred Productions']",['US'],True,Escape Room Collection,Adam Robitel,John Carey,"['Taylor Russell', 'Logan Miller', 'Indya Moore', 'Holland Roden', 'Thomas Cocquerel']","[1.7633, 1.0145, 0.4526, 1.4837, 0.6506]","Six people unwittingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive... and discovering they've all played the games before.",Winning was just the beginning.,3.384966,1,2021,7,3,2020,Été,Horror,3,1.07294,1.7633,3,0,1,2,6.3985,16.291269494444443,0,0,0,1,0,0,0,0,1,0,0,0,1.17,17550000.0,76956153.3,2.0
764,The Evil Dead,The Evil Dead,1981-10-15,85,350000,29612367,7.273,4444,8.9949,en,Released,['Horror'],['Renaissance Pictures'],['US'],True,Evil Dead Collection,Sam Raimi,Joseph LoDuca,"['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor', 'Betsy Baker', 'Theresa Tilly']","[1.9711, 0.2956, 0.3132, 0.7862, 0.2123]","In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway.",The ultimate experience in gruelling terror.,83.60676285714285,1,1981,10,3,1980,Automne,Horror,1,0.7156800000000001,1.9711,1,0,1,0,6.80411559139785,1.8808109733333331,0,0,0,0,0,0,0,0,1,0,0,0,3.49,1221500.0,103347160.83000001,1.0
765,Evil Dead II,Evil Dead II,1987-03-13,84,3500000,10900000,7.543,3456,5.8035,en,Released,"['Horror', 'Comedy', 'Fantasy']","['Rosebud Releasing Corporation', 'Renaissance Pictures', 'The De Laurentiis Company']",['US'],True,Evil Dead Collection,Sam Raimi,Joseph LoDuca,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie DePaiva', 'Ted Raimi']","[1.9711, 0.2724, 0.2811, 0.202, 0.9224]","Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",Kiss your nerves goodbye!,2.1142857142857143,1,1987,3,4,1980,Printemps,Horror,3,0.7298,1.9711,3,0,1,1,7.273,83.60676285714285,0,0,1,0,0,0,0,1,1,0,0,0,2.8,9800000.0,30519999.999999996,2.0
766,Army of Darkness,Army of Darkness,1992-10-31,81,11000000,21502976,7.263,3494,6.4896,en,Released,"['Fantasy', 'Horror', 'Comedy']","['Renaissance Pictures', 'Introvision International', 'Dino de Laurentiis Communications']",['US'],True,Evil Dead Collection,Sam Raimi,Joseph LoDuca,"['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie', 'Richard Grove']","[1.9711, 2.8544, 0.4364, 0.6696, 0.3427]","Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.",Trapped in time. Surrounded by evil. Low on gas.,0.954816,0,1992,10,5,1990,Automne,Fantasy,3,1.2548400000000002,1.9711,3,0,1,2,7.4079999999999995,42.860524285714284,0,0,1,0,0,0,0,1,1,0,0,0,2.26,24859999.999999996,48596725.76,3.0
985939,Fall,Fall,2022-08-11,107,3000000,17363261,7.119,4522,17.0451,en,Released,['Thriller'],"['Tea Shop Productions', 'Capstone Pictures', 'Eagle Films']","['US', 'GB']",True,Fall Collection,Scott Mann,Tim Despic,"['Grace Caroline Currey', 'Virginia Gardner', 'Jeffrey Dean Morgan', 'Mason Gooding', 'Jasper Cole']","[1.3873, 2.0952, 5.5421, 1.3634, 0.4851]","For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter's expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights.",Fear reaches new heights.,4.787753666666666,1,2022,8,3,2020,Été,Thriller,1,2.17462,1.3873,3,1,1,0,6.80411559139785,1.8808109733333331,0,0,0,1,0,0,0,0,0,0,0,0,1.08,3240000.0,18752321.880000003,1.0
259316,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016-11-16,133,180000000,809342332,7.308,19654,10.924,en,Released,"['Fantasy', 'Adventure']","['Heyday Films', 'Warner Bros. Pictures']","['GB', 'US']",True,Fantastic Beasts Collection,David Yates,James Newton Howard,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Colin Farrell']","[3.5463, 1.8761, 1.59, 0.8219, 8.1845]","In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",From J.K. Rowling's wizarding world.,3.4963462888888888,1,2016,11,2,2010,Automne,Fantasy,2,3.20376,3.5463,2,1,1,5,7.416200000000001,4.304361498622223,0,0,0,0,1,0,0,1,0,0,0,0,1.32,237600000.0,1068331878.24,1.0
338952,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,134,200000000,654900000,6.834,11437,4.5829,en,Released,"['Fantasy', 'Adventure']","['Warner Bros. Pictures', 'Heyday Films']","['GB', 'US']",True,Fantastic Beasts Collection,David Yates,James Newton Howard,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Johnny Depp']","[3.5463, 1.8761, 1.59, 0.7445, 11.2845]","Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",Fate of one. Future of all.,2.2745,1,2018,11,2,2010,Automne,Fantasy,2,3.80828,3.5463,2,1,1,6,7.3981666666666674,4.169692297,0,0,0,0,1,0,0,1,0,0,0,0,1.26,252000000.0,825174000.0,2.0
338953,Fantastic Beasts: The Secrets of Dumbledore,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,142,200000000,407200000,6.627,5068,8.045,en,Released,"['Fantasy', 'Adventure']","['Warner Bros. Pictures', 'Heyday Films']","['GB', 'US']",True,Fantastic Beasts Collection,David Yates,James Newton Howard,"['Eddie Redmayne', 'Jude Law', 'Mads Mikkelsen', 'Ezra Miller', 'Dan Fogler']","[3.5463, 4.7012, 4.7927, 1.5045, 1.59]","Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",Return to the magic.,1.036,1,2022,4,2,2020,Printemps,Fantasy,2,3.22694,3.5463,2,1,1,7,7.317571428571428,3.8989505402857145,0,0,0,0,1,0,0,1,0,0,0,0,1.08,216000000.0,439776000.0,3.0
9738,Fantastic Four,Fantastic Four,2005-06-29,106,100000000,333535934,5.806,9954,6.8072,en,Released,"['Action', 'Fantasy', 'Science Fiction']","['Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG', '1492 Pictures', 'Marvel Enterprises', '20th Century Fox', 'Bernd Eichinger Productions', 'Constantin Film']","['DE', 'US']",True,Fantastic Four Collection,Tim Story,John Ottman,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon']","[3.1058, 6.2814, 8.1437, 2.0203, 1.4733]","During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",4 times the action. 4 times the adventure. 4 times the fantastic.,2.33535934,1,2005,6,2,2000,Été,Action,3,4.2049,3.1058,6,1,1,1,5.548,1.85020012,0,1,0,0,0,0,1,1,0,0,0,0,1.63,163000000.0,543663572.42,1.0
1979,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,2007-06-13,92,130000000,301913131,5.632,8370,5.0602,en,Released,"['Science Fiction', 'Adventure', 'Action']","['1492 Pictures', 'Bernd Eichinger Productions', '20th Century Fox', 'Constantin Film', 'Marvel Studios', 'Ingenious Film Partners']","['DE', 'GB', 'US']",True,Fantastic Four Collection,Tim Story,John Ottman,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon']","[2.343, 5.6864, 8.0778, 1.8211, 1.3466]","The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",Discover the secret of the Surfer.,1.3224087,1,2007,6,2,2000,Été,Science Fiction,3,3.85498,2.343,6,1,1,2,5.677,2.09277973,0,1,0,0,1,0,1,0,0,0,0,0,1.54,200200000.0,464946221.74,2.0
11846,Father of the Bride,Father of the Bride,1991-12-20,105,20000000,89325780,6.478,1488,3.4021,en,Released,"['Comedy', 'Drama', 'Romance']","['Touchstone Pictures', 'Sandollar Productions', 'Touchwood Pacific Partners 1']",['US'],True,Father of the Bride (Steve Martin) Collection,Charles Shyer,Alan Silvestri,"['Steve Martin', 'Diane Keaton', 'Kimberly Williams-Paisley', 'Kieran Culkin', 'George Newbern']","[2.1985, 2.8012, 1.6989, 2.019, 1.5015]","George Banks is an ordinary, middle-class man whose 22 year-old daughter Annie has decided to marry a man from an upper-class family, but George can't think of what life would be like without his daughter. His wife tries to make him happy for Annie, but when the wedding takes place at their home and a foreign wedding planner takes over the ceremony, he becomes slightly insane.",Love is wonderful. Until it happens to your only daughter.,3.466289,1,1991,12,4,1990,Hiver,Comedy,3,2.04382,2.1985,3,0,1,0,6.80411559139785,1.8808109733333331,1,0,1,0,0,0,0,0,0,0,1,0,2.33,46600000.0,208129067.4,1.0
591273,Fear Street: 1994,Fear Street: 1994,2021-06-28,108,10000000,284000000,6.689,2630,3.6146,en,Released,"['Horror', 'Mystery', 'Drama']",['Chernin Entertainment'],['US'],True,Fear Street Collection,Leigh Janiak,Marcus Trumpp,"['Kiana Madeira', 'Olivia Scott Welch', 'Benjamin Flores Jr.', 'Julia Rehwald', 'Fred Hechinger']","[1.5086, 0.6266, 0.9747, 0.5459, 1.3641]","After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",Face the evil.,27.4,1,2021,6,0,2020,Été,Horror,3,1.00398,1.5086,1,0,1,0,6.80411559139785,1.8808109733333331,1,0,0,0,0,0,0,0,1,0,0,0,1.17,11700000.0,332280000.0,1.0
216015,Fifty Shades of Grey,Fifty Shades of Grey,2015-02-11,125,40000000,569651467,5.869,12354,18.4589,en,Released,"['Drama', 'Romance', 'Thriller']","['Universal Pictures', 'Focus Features', 'Michael De Luca Productions', 'Trigger Street Productions']",['US'],True,Fifty Shades Collection,Sam Taylor-Johnson,Danny Elfman,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford', 'Victor Rasuk']","[6.7522, 3.503, 2.2409, 0.8285, 0.7646]","When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",Mr. Grey will see you now.,13.241286675,1,2015,2,2,2010,Hiver,Drama,3,2.81784,6.7522,4,0,1,0,6.80411559139785,1.8808109733333331,1,0,0,1,0,0,0,0,0,0,1,0,1.34,53600000.0,763332965.7800001,1.0
341174,Fifty Shades Darker,Fifty Shades Darker,2017-02-08,118,55000000,381545846,6.472,7923,6.7335,en,Released,"['Drama', 'Romance']","['Universal Pictures', 'Michael De Luca Productions', 'dentsu', 'Fuji Television Network', 'Perfect World Pictures']",['US'],True,Fifty Shades Collection,James Foley,Danny Elfman,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Eloise Mumford', 'Bella Heathcote']","[5.8456, 3.7538, 1.2277, 0.898, 1.5608]","When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",Every fairy tale has a dark side.,5.9371972,1,2017,2,2,2010,Hiver,Drama,2,2.65718,5.8456,5,0,1,0,6.80411559139785,1.8808109733333331,1,0,0,0,0,0,0,0,0,0,1,0,1.29,70950000.0,492194141.34000003,2.0
337167,Fifty Shades Freed,Fifty Shades Freed,2018-01-17,105,55000000,371985018,6.673,8332,17.3917,en,Released,"['Drama', 'Romance']","['Universal Pictures', 'Michael De Luca Productions', 'Perfect World Pictures']",['US'],True,Fifty Shades Collection,James Foley,Danny Elfman,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Eloise Mumford', 'Rita Ora']","[5.8456, 3.7538, 1.2277, 0.898, 1.5723]","Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",Don't miss the climax.,5.763363963636364,1,2018,1,2,2010,Hiver,Drama,2,2.65948,5.8456,3,0,1,1,6.472,5.9371972,1,0,0,0,0,0,0,0,0,0,1,0,1.26,69300000.0,468701122.68,3.0
9532,Final Destination,Final Destination,2000-03-17,98,23000000,112880294,6.634,6635,6.8626,en,Released,['Horror'],"['Zide-Perry Productions', 'New Line Cinema', 'Hard Eight Pictures']",['US'],True,Final Destination Collection,James Wong,Shirley Walker,"['Devon Sawa', 'Ali Larter', 'Kerr Smith', 'Kristen Cloke', 'Daniel Roebuck']","[1.5999, 5.7757, 1.4311, 0.4936, 1.4239]","After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",No accidents. No coincidences. No escapes. You can't cheat death.,3.9078388695652175,1,2000,3,4,2000,Printemps,Horror,1,2.14484,1.5999,3,0,1,0,6.80411559139785,1.8808109733333331,0,0,0,0,0,0,0,0,1,0,0,0,1.84,42320000.0,207699740.96,1.0
9358,Final Destination 2,Final Destination 2,2003-01-31,90,26000000,90941129,6.305,4799,6.1187,en,Released,"['Horror', 'Mystery']","['New Line Cinema', 'Zide-Perry Productions']",['US'],True,Final Destination Collection,David R. Ellis,Shirley Walker,"['Ali Larter', 'A.J. Cook', 'Michael Landes', 'David Paetkau', 'James Kirk']","[5.7757, 1.7691, 1.4007, 0.5213, 0.8308]","When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",For every beginning there is an end.,2.497735730769231,1,2003,1,4,2000,Hiver,Horror,2,2.05952,5.7757,2,0,1,0,6.80411559139785,1.8808109733333331,0,0,0,0,0,0,0,0,1,0,0,0,1.73,44980000.0,157328153.17,2.0
9286,Final Destination 3,Final Destination 3,2006-02-09,92,25000000,118890272,6.151,4545,6.9606,en,Released,"['Horror', 'Mystery']","['New Line Cinema', 'Zide-Perry Productions', 'Hard Eight Pictures', 'Matinee Pictures', 'Practical Pictures']",['US'],True,Final Destination Collection,James Wong,Shirley Walker,"['Mary Elizabeth Winstead', 'Ryan Merriman', 'Kris Lemche', 'Alexz Johnson', 'Sam Easton']","[3.8104, 0.7775, 0.6398, 0.2908, 0.222]","High school senior Wendy's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself — which seeks out those who escaped their fate.",This ride will be the death of you.,3.75561088,1,2006,2,3,2000,Hiver,Horror,2,1.1481,3.8104,5,0,1,2,6.384,2.195645210292813,0,0,0,0,0,0,0,0,1,0,0,0,1.58,39500000.0,187846629.76000002,3.0
19912,The Final Destination,The Final Destination,2009-08-26,82,40000000,187384627,5.613,3883,6.1852,en,Released,"['Horror', 'Mystery']","['Parallel Zide', 'New Line Cinema', 'Practical Pictures', 'FlipZide']",['US'],True,Final Destination Collection,David R. Ellis,Brian Tyler,"['Bobby Campo', 'Shantel VanSanten', 'Nick Zano', 'Haley Webb', 'Mykelti Williamson']","[0.5659, 4.2549, 2.1636, 0.6255, 2.3611]",A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,Rest in pieces.,3.684615675,1,2009,8,2,2000,Été,Horror,2,1.9942,0.5659,4,0,1,2,5.893,1.6885953502331004,0,0,0,0,0,0,0,0,1,0,0,0,1.48,59200000.0,277329247.96,4.0
55779,Final Destination 5,Final Destination 5,2011-08-12,91,40000000,157887643,6.153,4063,5.1466,en,Released,"['Horror', 'Mystery']","['Parallel Zide', 'New Line Cinema', 'Practical Pictures']",['US'],True,Final Destination Collection,Steven Quale,Brian Tyler,"[""Nicholas D'Agosto"", 'Emma Bell', 'Miles Fisher', 'Ellen Wroe', 'Jacqueline MacInnes Wood']","[1.226, 1.0145, 0.5968, 1.2128, 0.3571]","Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",Death has never been closer.,2.947191075,1,2011,8,4,2010,Été,Horror,2,0.8814399999999999,1.226,3,0,1,0,6.80411559139785,1.8808109733333331,0,0,0,0,0,0,0,0,1,0,0,0,1.41,56400000.0,222621576.63,5.0
12,Finding Nemo,Finding Nemo,2003-05-30,100,94000000,940335536,7.818,20492,19.7114,en,Released,"['Animation', 'Family', 'Adventure']",['Pixar'],['US'],True,Finding Nemo Collection,Andrew Stanton,Thomas Newman,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Geoffrey Rush']","[1.6875, 1.1653, 0.8858, 4.8554, 1.8844]","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",There are 3.7 trillion fish in the ocean. They're looking for one.,9.003569531914893,1,2003,5,4,2000,Printemps,Animation,3,2.09568,1.6875,1,0,1,0,6.80411559139785,1.8808109733333331,0,0,0,0,1,0,0,0,0,1,0,1,1.73,162620000.0,1626780477.28,1.0
127380,Finding Dory,Finding Dory,2016-06-16,97,200000000,1029266989,7.039,12626,6.9793,en,Released,"['Adventure', 'Animation', 'Family']",['Pixar'],['US'],True,Finding Nemo Collection,Andrew Stanton,Thomas Newman,"['Albert Brooks', 'Ellen DeGeneres', ""Ed O'Neill"", 'Hayden Rolence', 'Diane Keaton']","[1.6875, 1.1653, 1.7335, 0.1023, 2.8012]",Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,An unforgettable journey she probably won't remember.,4.146334945,1,2016,6,3,2010,Été,Adventure,3,1.49796,1.6875,1,0,1,3,7.429666666666666,3.6590357230008306,0,0,0,0,1,0,0,0,0,1,0,1,1.32,264000000.0,1358632425.48,2.0
